Date,Close,Open,High,Low,Volume,Change %
5-Aug-24,"54,175.00","59,265.00","59,825.00","49,785.00",3.22K,-7.36%
4-Aug-24,"58,480.00","63,515.00","63,515.00","58,312.50",-,-7.83%
2-Aug-24,"63,450.00","66,095.00","66,470.00","63,145.00",1.85K,-1.36%
1-Aug-24,"64,325.00","65,620.00","65,930.00","63,200.00",1.92K,-2.91%
31-Jul-24,"66,255.00","67,320.00","67,910.00","65,655.00",1.72K,-1.05%
30-Jul-24,"66,960.00","68,670.00","68,670.00","66,360.00",1.53K,-2.16%
29-Jul-24,"68,440.00","69,005.00","71,375.00","67,710.00",2.59K,-0.79%
28-Jul-24,"68,987.50","68,255.00","69,125.00","68,255.00",-,0.31%
26-Jul-24,"68,775.00","66,610.00","69,025.00","66,350.00",8.45K,5.18%
25-Jul-24,"65,390.00","66,400.00","66,400.00","64,080.00",9.58K,-1.59%
24-Jul-24,"66,445.00","66,630.00","67,990.00","66,255.00",8.32K,0.23%
23-Jul-24,"66,295.00","68,635.00","68,635.00","66,240.00",8.22K,-4.05%
22-Jul-24,"69,090.00","69,215.00","69,350.00","67,405.00",9.60K,1.22%
21-Jul-24,"68,260.00","67,795.00","68,837.50","67,795.00",-,0.02%
19-Jul-24,"68,245.00","64,585.00","68,455.00","64,085.00",10.61K,6.14%
18-Jul-24,"64,295.00","65,260.00","66,015.00","64,025.00",2.67K,-1.69%
17-Jul-24,"65,400.00","65,500.00","66,915.00","64,795.00",2.93K,-1.10%
16-Jul-24,"66,130.00","64,525.00","66,185.00","63,340.00",4.05K,2.76%
15-Jul-24,"64,355.00","61,700.00","64,845.00","61,500.00",4.65K,5.56%
14-Jul-24,"60,967.50","58,057.50","61,625.00","57,905.00",-,4.32%
12-Jul-24,"58,440.00","58,025.00","59,390.00","57,330.00",2.53K,0.44%
11-Jul-24,"58,185.00","58,375.00","60,365.00","57,850.00",2.32K,-0.08%
10-Jul-24,"58,230.00","58,675.00","60,210.00","57,985.00",1.94K,-0.92%
9-Jul-24,"58,770.00","57,665.00","59,035.00","57,155.00",2.59K,2.46%
8-Jul-24,"57,360.00","57,570.00","59,060.00","55,225.00",2.82K,2.27%
7-Jul-24,"56,085.00","56,895.00","57,105.00","56,010.00",-,-2.10%
5-Jul-24,"57,290.00","61,075.00","61,075.00","54,215.00",2.75K,0.05%
4-Jul-24,"57,262.50","60,410.00","60,635.00","56,915.00",-,-5.27%
3-Jul-24,"60,450.00","62,980.00","62,980.00","60,380.00",1.66K,-3.74%
2-Jul-24,"62,800.00","63,975.00","64,070.00","62,660.00",1.65K,-2.35%
1-Jul-24,"64,310.00","62,960.00","64,895.00","62,960.00",1.63K,1.81%
30-Jun-24,"63,165.00","61,177.50","63,525.00","61,177.50",-,4.71%
28-Jun-24,"60,325.00","61,925.00","62,635.00","60,190.00",8.34K,-2.46%
27-Jun-24,"61,845.00","61,440.00","62,935.00","61,065.00",6.82K,0.68%
26-Jun-24,"61,430.00","62,500.00","63,000.00","61,160.00",6.08K,-1.79%
25-Jun-24,"62,550.00","60,480.00","62,910.00","60,385.00",8.64K,4.97%
24-Jun-24,"59,590.00","64,500.00","64,500.00","58,885.00",6.26K,-5.73%
23-Jun-24,"63,212.50","64,365.00","64,397.50","63,202.50",-,-2.46%
21-Jun-24,"64,810.00","65,690.00","65,780.00","63,945.00",4.88K,-1.32%
20-Jun-24,"65,675.00","65,780.00","67,245.00","65,170.00",3.56K,0.94%
19-Jun-24,"65,062.50","65,265.00","65,825.00","64,752.50",-,0.01%
18-Jun-24,"65,055.00","67,250.00","67,355.00","64,635.00",2.71K,-3.57%
17-Jun-24,"67,460.00","67,305.00","68,040.00","65,745.00",3.20K,0.88%
16-Jun-24,"66,870.00","66,387.50","67,305.00","66,350.00",-,1.03%
14-Jun-24,"66,190.00","67,455.00","68,165.00","65,795.00",1.57K,-1.80%
13-Jun-24,"67,400.00","69,230.00","69,250.00","67,030.00",6.40K,-1.48%
12-Jun-24,"68,410.00","68,320.00","70,890.00","67,710.00",6.63K,0.29%
11-Jun-24,"68,210.00","70,290.00","70,400.00","66,855.00",2.14K,-3.10%
10-Jun-24,"70,390.00","70,585.00","71,090.00","70,110.00",0.95K,0.62%
9-Jun-24,"69,955.00","69,480.00","70,245.00","69,480.00",-,-0.54%
7-Jun-24,"70,335.00","71,815.00","73,280.00","69,255.00",1.80K,-1.75%
6-Jun-24,"71,585.00","72,470.00","72,935.00","71,200.00",0.98K,-1.32%
5-Jun-24,"72,545.00","71,785.00","73,090.00","71,635.00",1.30K,1.15%
4-Jun-24,"71,720.00","70,110.00","72,410.00","69,645.00",2.02K,2.06%
3-Jun-24,"70,275.00","68,775.00","71,505.00","68,710.00",1.47K,3.05%
2-Jun-24,"68,197.50","68,042.50","68,467.50","68,042.50",-,0.24%
31-May-24,"68,035.00","69,110.00","69,725.00","67,000.00",7.44K,-1.89%
30-May-24,"69,345.00","68,240.00","70,295.00","67,735.00",10.43K,2.31%
29-May-24,"67,780.00","69,055.00","69,605.00","67,675.00",4.76K,-1.87%
28-May-24,"69,075.00","69,315.00","71,400.00","67,875.00",8.06K,-0.56%
27-May-24,"69,462.50","68,700.00","70,862.50","68,347.50",-,1.15%
26-May-24,"68,675.00","68,192.50","68,880.00","67,772.50",-,-1.98%
24-May-24,"70,065.00","68,360.00","70,180.00","67,350.00",3.86K,3.37%
23-May-24,"67,780.00","70,370.00","70,945.00","67,040.00",3.51K,-3.71%
22-May-24,"70,390.00","70,735.00","71,580.00","70,050.00",1.79K,0.47%
21-May-24,"70,060.00","70,470.00","72,745.00","70,035.00",2.03K,-1.32%
20-May-24,"70,995.00","67,155.00","71,315.00","66,975.00",2.30K,6.70%
19-May-24,"66,540.00","66,350.00","66,697.50","66,350.00",-,-2.02%
17-May-24,"67,915.00","66,045.00","68,345.00","65,890.00",2.14K,2.91%
16-May-24,"65,995.00","66,945.00","67,690.00","65,470.00",1.59K,-1.54%
15-May-24,"67,030.00","62,350.00","67,355.00","62,275.00",3.29K,7.55%
14-May-24,"62,325.00","63,710.00","63,850.00","61,825.00",1.08K,-2.57%
13-May-24,"63,970.00","61,985.00","64,305.00","61,460.00",1.43K,3.52%
12-May-24,"61,795.00","60,782.50","61,840.00","60,782.50",-,0.68%
10-May-24,"61,380.00","63,520.00","64,320.00","60,845.00",1.70K,-3.04%
9-May-24,"63,305.00","62,090.00","63,540.00","61,310.00",0.74K,0.63%
8-May-24,"62,910.00","63,745.00","63,940.00","62,220.00",0.77K,-1.51%
7-May-24,"63,875.00","64,410.00","65,255.00","63,710.00",1.03K,-0.35%
6-May-24,"64,100.00","64,770.00","66,360.00","63,755.00",0.90K,-0.53%
5-May-24,"64,440.00","62,900.00","64,732.50","62,900.00",-,2.13%
3-May-24,"63,095.00","60,260.00","64,130.00","59,710.00",1.69K,4.80%
2-May-24,"60,205.00","58,745.00","60,475.00","57,795.00",1.36K,4.35%
1-May-24,"57,695.00","60,885.00","61,550.00","57,285.00",1.94K,-3.50%
30-Apr-24,"59,785.00","64,880.00","65,815.00","59,710.00",2.80K,-6.58%
29-Apr-24,"63,995.00","64,000.00","64,375.00","62,840.00",0.99K,0.72%
28-Apr-24,"63,535.00","64,435.00","64,557.50","63,222.50",-,-1.19%
26-Apr-24,"64,300.00","65,390.00","65,395.00","63,775.00",5.34K,-1.49%
25-Apr-24,"65,270.00","64,835.00","65,605.00","63,275.00",7.24K,1.21%
24-Apr-24,"64,490.00","66,880.00","67,855.00","64,035.00",7.00K,-3.97%
23-Apr-24,"67,155.00","67,495.00","68,075.00","66,515.00",4.52K,-0.30%
22-Apr-24,"67,355.00","65,325.00","67,650.00","65,240.00",3.43K,3.66%
21-Apr-24,"64,977.50","63,992.50","65,142.50","63,990.00",-,-0.12%
19-Apr-24,"65,055.00","64,470.00","66,380.00","60,290.00",3.25K,1.07%
18-Apr-24,"64,365.00","62,175.00","64,990.00","61,820.00",2.58K,4.07%
17-Apr-24,"61,845.00","64,620.00","65,190.00","60,485.00",2.81K,-2.89%
16-Apr-24,"63,685.00","63,895.00","64,635.00","62,720.00",1.17K,-1.02%
15-Apr-24,"64,340.00","65,000.00","68,000.00","63,565.00",2.33K,-2.73%
14-Apr-24,"66,145.00","67,800.00","67,800.00","63,897.50",-,-2.68%
12-Apr-24,"67,965.00","71,455.00","72,575.00","66,355.00",2.26K,-5.11%
11-Apr-24,"71,625.00","72,205.00","72,535.00","70,740.00",1.46K,0.59%
10-Apr-24,"71,205.00","70,430.00","71,250.00","68,495.00",1.74K,1.50%
9-Apr-24,"70,150.00","72,885.00","72,900.00","69,365.00",1.73K,-3.82%
8-Apr-24,"72,935.00","70,005.00","74,045.00","70,005.00",2.59K,4.54%
7-Apr-24,"69,765.00","67,902.50","69,900.00","67,902.50",-,1.90%
5-Apr-24,"68,465.00","69,005.00","69,770.00","67,065.00",0.89K,-1.67%
4-Apr-24,"69,625.00","67,275.00","70,685.00","66,740.00",1.85K,3.80%
3-Apr-24,"67,075.00","66,780.00","68,160.00","65,970.00",0.99K,-0.36%
2-Apr-24,"67,320.00","70,800.00","70,800.00","65,835.00",2.08K,-5.46%
1-Apr-24,"71,205.00","72,560.00","73,055.00","69,500.00",2.18K,-1.38%
31-Mar-24,"72,200.00","71,642.50","72,247.50","71,500.00",-,1.01%
29-Mar-24,"71,480.00","71,480.00","71,480.00","71,480.00",-,-0.07%
28-Mar-24,"71,530.00","69,615.00","72,495.00","69,375.00",7.63K,3.20%
27-Mar-24,"69,310.00","70,815.00","72,500.00","69,025.00",10.30K,-1.28%
26-Mar-24,"70,210.00","70,945.00","72,360.00","70,115.00",8.50K,-2.38%
25-Mar-24,"71,925.00","67,480.00","72,235.00","67,200.00",9.30K,6.86%
24-Mar-24,"67,310.00","63,460.00","67,757.50","63,460.00",-,4.01%
22-Mar-24,"64,715.00","66,485.00","67,115.00","63,400.00",4.56K,-2.14%
21-Mar-24,"66,130.00","69,000.00","69,115.00","65,430.00",3.49K,-0.84%
20-Mar-24,"66,690.00","64,010.00","68,730.00","61,700.00",3.28K,2.19%
19-Mar-24,"65,260.00","68,360.00","68,835.00","63,060.00",3.29K,-3.84%
18-Mar-24,"67,865.00","69,420.00","70,050.00","67,595.00",2.01K,-1.27%
17-Mar-24,"68,740.00","68,247.50","69,297.50","68,247.50",-,-1.69%
15-Mar-24,"69,925.00","72,330.00","73,640.00","66,900.00",3.14K,-0.62%
14-Mar-24,"70,360.00","74,635.00","75,265.00","69,665.00",3.13K,-5.94%
13-Mar-24,"74,800.00","72,300.00","75,120.00","72,300.00",2.96K,2.95%
12-Mar-24,"72,660.00","74,225.00","74,525.00","70,000.00",2.56K,-1.16%
11-Mar-24,"73,510.00","70,515.00","74,350.00","68,710.00",2.87K,5.62%
10-Mar-24,"69,597.50","69,445.00","70,272.50","68,900.00",-,-1.34%
8-Mar-24,"70,540.00","68,370.00","71,760.00","67,500.00",2.38K,2.10%
7-Mar-24,"69,090.00","67,600.00","69,490.00","66,805.00",1.51K,0.85%
6-Mar-24,"68,505.00","65,055.00","68,925.00","64,245.00",2.34K,8.56%
5-Mar-24,"63,105.00","69,910.00","70,825.00","60,875.00",3.32K,-8.84%
4-Mar-24,"69,225.00","64,400.00","69,520.00","64,360.00",2.52K,8.16%
3-Mar-24,"64,005.00","64,115.00","64,315.00","63,570.00",-,-0.73%
1-Mar-24,"64,475.00","62,675.00","64,730.00","62,170.00",1.76K,1.72%
29-Feb-24,"63,385.00","62,610.00","64,945.00","61,625.00",2.28K,3.09%
28-Feb-24,"61,485.00","58,430.00","65,595.00","58,000.00",3.52K,5.55%
27-Feb-24,"58,250.00","56,170.00","58,870.00","56,150.00",1.78K,4.18%
26-Feb-24,"55,915.00","53,105.00","56,290.00","52,080.00",1.69K,6.45%
25-Feb-24,"52,525.00","51,550.00","52,632.50","51,550.00",-,1.50%
23-Feb-24,"51,750.00","52,335.00","52,335.00","51,225.00",5.16K,-1.83%
22-Feb-24,"52,715.00","52,250.00","52,830.00","51,590.00",9.80K,2.10%
21-Feb-24,"51,630.00","53,040.00","53,390.00","51,375.00",9.67K,-2.21%
20-Feb-24,"52,795.00","53,095.00","53,855.00","51,535.00",10.50K,1.72%
19-Feb-24,"51,900.00","52,280.00","52,685.00","51,785.00",-,-0.73%
18-Feb-24,"52,280.00","52,135.00","52,600.00","52,135.00",-,-0.74%
16-Feb-24,"52,670.00","52,680.00","53,450.00","52,415.00",3.38K,0.19%
15-Feb-24,"52,570.00","52,705.00","53,725.00","52,275.00",3.05K,-0.03%
14-Feb-24,"52,585.00","50,245.00","52,880.00","50,070.00",2.49K,4.81%
13-Feb-24,"50,170.00","50,860.00","50,980.00","49,170.00",1.31K,-1.60%
12-Feb-24,"50,985.00","48,980.00","51,120.00","48,535.00",1.67K,4.83%
11-Feb-24,"48,637.50","47,967.50","48,800.00","47,967.50",-,0.83%
9-Feb-24,"48,235.00","46,165.00","48,905.00","46,055.00",1.88K,4.40%
8-Feb-24,"46,200.00","44,915.00","46,310.00","44,915.00",1.44K,3.03%
7-Feb-24,"44,840.00","43,820.00","45,010.00","43,390.00",1.19K,2.53%
6-Feb-24,"43,735.00","43,060.00","44,015.00","43,055.00",0.73K,1.78%
5-Feb-24,"42,970.00","43,225.00","44,170.00","42,915.00",0.83K,0.40%
4-Feb-24,"42,797.50","43,080.00","43,080.00","42,720.00",-,-1.85%
2-Feb-24,"43,605.00","43,635.00","44,115.00","43,265.00",0.56K,-0.16%
1-Feb-24,"43,675.00","43,200.00","43,970.00","42,545.00",0.67K,1.15%
31-Jan-24,"43,180.00","43,890.00","44,435.00","42,980.00",0.93K,-2.41%
30-Jan-24,"44,245.00","43,905.00","44,530.00","43,815.00",2.03K,0.68%
29-Jan-24,"43,945.00","42,575.00","44,060.00","42,460.00",1.30K,3.67%
28-Jan-24,"42,387.50","42,232.50","42,445.00","42,047.50",-,-0.01%
26-Jan-24,"42,390.00","40,070.00","42,595.00","40,070.00",9.97K,5.91%
25-Jan-24,"40,025.00","40,255.00","40,625.00","39,850.00",6.51K,0.15%
24-Jan-24,"39,965.00","39,915.00","40,860.00","39,770.00",7.82K,1.02%
23-Jan-24,"39,560.00","40,225.00","40,440.00","38,840.00",5.77K,-2.28%
22-Jan-24,"40,485.00","41,915.00","42,000.00","39,680.00",5.35K,-2.49%
21-Jan-24,"41,517.50","41,767.50","41,767.50","41,452.50",-,-1.00%
19-Jan-24,"41,935.00","41,555.00","42,445.00","40,655.00",3.88K,1.72%
18-Jan-24,"41,225.00","43,170.00","43,245.00","40,925.00",2.73K,-4.53%
17-Jan-24,"43,180.00","43,530.00","43,530.00","42,550.00",1.46K,-1.01%
16-Jan-24,"43,620.00","42,475.00","43,890.00","42,045.00",2.18K,2.62%
15-Jan-24,"42,505.00","41,717.50","43,372.50","41,697.50",-,1.88%
14-Jan-24,"41,722.50","43,670.00","43,670.00","41,702.50",-,-5.03%
12-Jan-24,"43,930.00","46,815.00","46,850.00","43,430.00",2.95K,-5.74%
11-Jan-24,"46,605.00","47,480.00","49,785.00","45,950.00",4.46K,-0.24%
10-Jan-24,"46,715.00","46,735.00","47,415.00","44,905.00",2.49K,-1.58%
9-Jan-24,"47,465.00","47,480.00","48,750.00","45,785.00",3.08K,-0.49%
8-Jan-24,"47,700.00","44,555.00","48,140.00","44,100.00",1.87K,7.66%
7-Jan-24,"44,305.00","44,715.00","44,715.00","44,047.50",-,-1.07%
5-Jan-24,"44,785.00","45,285.00","45,305.00","43,720.00",1.43K,-0.71%
4-Jan-24,"45,105.00","43,665.00","45,785.00","43,630.00",1.20K,3.63%
3-Jan-24,"43,525.00","45,910.00","46,470.00","41,675.00",1.77K,-5.02%
2-Jan-24,"45,825.00","44,635.00","47,605.00","44,625.00",1.82K,0.38%
1-Jan-24,"45,652.50","42,275.00","45,745.00","42,275.00",-,7.46%
29-Dec-23,"42,485.00","43,155.00","43,700.00","41,930.00",6.82K,-1.45%
28-Dec-23,"43,110.00","44,140.00","44,620.00","42,845.00",6.99K,-2.49%
27-Dec-23,"44,210.00","43,095.00","44,325.00","42,745.00",7.31K,3.34%
26-Dec-23,"42,780.00","44,450.00","44,450.00","42,245.00",6.49K,-1.94%
25-Dec-23,"43,625.00","43,960.00","43,960.00","43,435.00",-,-1.81%
22-Dec-23,"44,430.00","44,735.00","45,310.00","44,170.00",4.24K,-0.15%
21-Dec-23,"44,495.00","44,365.00","45,065.00","44,150.00",3.39K,0.47%
20-Dec-23,"44,285.00","43,000.00","45,220.00","42,930.00",5.12K,3.20%
19-Dec-23,"42,910.00","43,380.00","44,205.00","42,470.00",1.51K,0.53%
18-Dec-23,"42,685.00","42,420.00","43,525.00","41,255.00",1.38K,2.84%
17-Dec-23,"41,505.00","42,632.50","42,647.50","41,430.00",-,-3.52%
15-Dec-23,"43,020.00","43,935.00","43,935.00","42,500.00",1.16K,-1.66%
14-Dec-23,"43,745.00","43,925.00","44,245.00","42,510.00",1.49K,0.01%
13-Dec-23,"43,740.00","42,240.00","44,010.00","41,300.00",0.99K,4.27%
12-Dec-23,"41,950.00","41,935.00","42,745.00","41,455.00",1.01K,1.04%
11-Dec-23,"41,520.00","45,365.00","45,365.00","40,920.00",0.96K,-6.00%
10-Dec-23,"44,170.00","45,127.50","45,305.00","43,985.00",-,-2.79%
8-Dec-23,"45,440.00","44,255.00","45,695.00","44,090.00",0.72K,2.78%
7-Dec-23,"44,210.00","44,920.00","45,085.00","43,940.00",0.65K,-1.21%
6-Dec-23,"44,750.00","45,005.00","45,300.00","44,500.00",0.74K,-0.17%
5-Dec-23,"44,825.00","42,745.00","45,205.00","42,405.00",1.11K,4.82%
4-Dec-23,"42,765.00","41,010.00","43,080.00","40,940.00",1.16K,5.53%
3-Dec-23,"40,525.00","39,322.50","40,685.00","39,322.50",-,2.03%
1-Dec-23,"39,720.00","38,635.00","40,055.00","38,635.00",0.70K,2.82%
30-Nov-23,"38,630.00","38,755.00","38,855.00","38,335.00",0.62K,0.35%
29-Nov-23,"38,495.00","39,035.00","39,380.00","38,445.00",0.67K,-2.30%
28-Nov-23,"39,400.00","38,095.00","39,750.00","37,810.00",0.80K,4.52%
27-Nov-23,"37,695.00","38,610.00","38,610.00","37,645.00",0.68K,-0.48%
26-Nov-23,"37,877.50","38,757.50","38,757.50","37,705.00",-,-1.81%
24-Nov-23,"38,575.00","38,245.00","39,360.00","37,600.00",10.22K,3.44%
23-Nov-23,"37,292.50","37,465.00","37,705.00","36,877.50",-,-2.71%
22-Nov-23,"38,330.00","37,020.00","38,635.00","36,185.00",8.77K,2.15%
21-Nov-23,"37,525.00","38,250.00","38,400.00","36,945.00",10.47K,-2.02%
20-Nov-23,"38,300.00","37,675.00","38,535.00","37,345.00",8.53K,2.07%
19-Nov-23,"37,522.50","36,475.00","37,680.00","36,475.00",-,1.11%
17-Nov-23,"37,110.00","36,770.00","37,485.00","36,480.00",2.94K,1.53%
16-Nov-23,"36,550.00","38,700.00","38,700.00","36,135.00",1.95K,-4.61%
15-Nov-23,"38,315.00","36,170.00","38,605.00","35,995.00",1.76K,6.98%
14-Nov-23,"35,815.00","37,150.00","37,335.00","35,295.00",1.65K,-4.16%
13-Nov-23,"37,370.00","37,790.00","38,070.00","37,050.00",1.16K,0.07%
12-Nov-23,"37,345.00","37,732.50","37,732.50","37,230.00",-,-1.71%
10-Nov-23,"37,995.00","37,265.00","38,215.00","37,025.00",1.16K,2.11%
9-Nov-23,"37,210.00","36,595.00","38,805.00","36,340.00",2.92K,2.35%
8-Nov-23,"36,355.00","36,045.00","36,840.00","35,735.00",1.38K,-0.57%
7-Nov-23,"36,565.00","35,750.00","36,730.00","35,220.00",0.75K,2.34%
6-Nov-23,"35,730.00","35,760.00","36,165.00","35,420.00",0.58K,1.00%
5-Nov-23,"35,377.50","34,945.00","35,817.50","34,945.00",-,0.50%
3-Nov-23,"35,200.00","35,620.00","35,620.00","34,830.00",0.45K,-1.39%
2-Nov-23,"35,695.00","36,175.00","36,735.00","34,935.00",1.53K,1.06%
1-Nov-23,"35,320.00","35,195.00","36,225.00","34,680.00",1.67K,0.28%
31-Oct-23,"35,220.00","35,100.00","35,395.00","34,655.00",0.55K,0.46%
30-Oct-23,"35,060.00","34,905.00","35,415.00","34,645.00",0.87K,0.69%
29-Oct-23,"34,820.00","34,237.50","35,077.50","33,945.00",-,2.55%
27-Oct-23,"33,955.00","34,420.00","34,630.00","33,655.00",7.08K,-1.02%
26-Oct-23,"34,305.00","35,005.00","35,345.00","34,150.00",11.35K,-2.58%
25-Oct-23,"35,215.00","34,465.00","35,625.00","34,045.00",8.73K,3.10%
24-Oct-23,"34,155.00","32,075.00","35,515.00","32,025.00",10.37K,7.51%
23-Oct-23,"31,770.00","30,085.00","32,165.00","30,085.00",6.42K,5.58%
22-Oct-23,"30,090.00","29,872.50","30,170.00","29,710.00",-,0.65%
20-Oct-23,"29,895.00","28,990.00","30,615.00","28,900.00",2.12K,2.75%
19-Oct-23,"29,095.00","28,595.00","29,275.00","28,375.00",1.01K,2.03%
18-Oct-23,"28,515.00","28,715.00","29,315.00","28,415.00",0.57K,-1.02%
17-Oct-23,"28,810.00","28,745.00","28,950.00","28,445.00",0.49K,0.12%
16-Oct-23,"28,775.00","27,470.00","30,470.00","27,315.00",2.16K,5.54%
15-Oct-23,"27,265.00","26,940.00","27,427.50","26,940.00",-,0.98%
13-Oct-23,"27,000.00","26,985.00","27,295.00","26,860.00",0.47K,0.28%
12-Oct-23,"26,925.00","27,020.00","27,195.00","26,760.00",0.28K,-0.22%
11-Oct-23,"26,985.00","27,720.00","27,755.00","26,765.00",0.74K,-2.48%
10-Oct-23,"27,670.00","27,955.00","28,040.00","27,565.00",0.46K,-0.91%
9-Oct-23,"27,925.00","28,265.00","28,310.00","27,595.00",0.61K,-0.57%
8-Oct-23,"28,085.00","28,065.00","28,197.50","27,967.50",-,-0.79%
6-Oct-23,"28,310.00","27,755.00","28,390.00","27,505.00",0.81K,1.93%
5-Oct-23,"27,775.00","28,035.00","28,480.00","27,650.00",0.97K,-0.63%
4-Oct-23,"27,950.00","27,730.00","28,170.00","27,455.00",0.43K,1.36%
3-Oct-23,"27,575.00","27,740.00","27,990.00","27,480.00",0.48K,-2.68%
2-Oct-23,"28,335.00","27,740.00","29,110.00","27,740.00",0.82K,0.43%
1-Oct-23,"28,212.50","27,167.50","28,595.00","27,052.50",-,4.11%
29-Sep-23,"27,100.00","27,255.00","27,460.00","26,800.00",6.42K,-0.93%
28-Sep-23,"27,355.00","26,400.00","27,590.00","26,400.00",13.01K,3.58%
27-Sep-23,"26,410.00","26,325.00","27,070.00","26,265.00",8.36K,-0.02%
26-Sep-23,"26,415.00","26,460.00","26,570.00","26,205.00",4.95K,-0.47%
25-Sep-23,"26,540.00","26,500.00","26,645.00","26,115.00",4.36K,1.09%
24-Sep-23,"26,255.00","26,720.00","26,720.00","26,105.00",-,-1.65%
22-Sep-23,"26,695.00","26,690.00","26,915.00","26,690.00",1.07K,-0.41%
21-Sep-23,"26,805.00","27,315.00","27,370.00","26,545.00",0.51K,-1.27%
20-Sep-23,"27,150.00","27,450.00","27,540.00","27,005.00",0.78K,-1.00%
19-Sep-23,"27,425.00","27,005.00","27,770.00","26,890.00",0.62K,1.42%
18-Sep-23,"27,040.00","26,685.00","27,670.00","26,555.00",0.72K,1.72%
17-Sep-23,"26,582.50","26,617.50","26,660.00","26,480.00",-,-0.08%
15-Sep-23,"26,605.00","26,845.00","26,900.00","26,410.00",0.28K,-1.08%
14-Sep-23,"26,895.00","26,480.00","27,100.00","26,355.00",0.68K,2.17%
13-Sep-23,"26,325.00","26,010.00","26,635.00","26,010.00",0.37K,0.29%
12-Sep-23,"26,250.00","25,270.00","26,785.00","25,270.00",1.17K,4.33%
11-Sep-23,"25,160.00","26,180.00","26,235.00","25,080.00",0.68K,-2.94%
10-Sep-23,"25,922.50","26,045.00","26,115.00","25,900.00",-,-0.78%
8-Sep-23,"26,125.00","26,450.00","26,635.00","25,835.00",0.38K,0.08%
7-Sep-23,"26,105.00","25,925.00","26,190.00","25,780.00",0.33K,1.06%
6-Sep-23,"25,830.00","25,970.00","26,270.00","25,520.00",0.77K,-0.23%
5-Sep-23,"25,890.00","26,175.00","26,220.00","25,765.00",0.33K,0.06%
4-Sep-23,"25,875.00","26,010.00","26,170.00","25,670.00",-,-0.52%
3-Sep-23,"26,010.00","25,610.00","26,035.00","25,610.00",-,0.46%
1-Sep-23,"25,890.00","26,255.00","26,425.00","25,605.00",0.55K,-2.10%
31-Aug-23,"26,445.00","27,610.00","27,875.00","26,220.00",0.80K,-3.68%
30-Aug-23,"27,455.00","27,950.00","28,150.00","27,345.00",0.85K,-2.69%
29-Aug-23,"28,215.00","26,335.00","28,450.00","26,210.00",1.63K,7.38%
28-Aug-23,"26,275.00","26,365.00","26,550.00","26,150.00",0.39K,0.22%
27-Aug-23,"26,217.50","26,312.50","26,435.00","26,075.00",-,0.53%
25-Aug-23,"26,080.00","26,130.00","26,445.00","25,865.00",6.00K,-0.23%
24-Aug-23,"26,140.00","26,470.00","26,690.00","25,955.00",6.62K,-2.30%
23-Aug-23,"26,755.00","25,830.00","26,925.00","25,790.00",8.42K,3.10%
22-Aug-23,"25,950.00","26,395.00","26,395.00","25,880.00",4.13K,-1.31%
21-Aug-23,"26,295.00","26,395.00","26,430.00","25,990.00",3.89K,0.49%
20-Aug-23,"26,167.50","26,187.50","26,225.00","26,132.50",-,-0.37%
18-Aug-23,"26,265.00","26,445.00","27,190.00","25,855.00",1.84K,-6.63%
17-Aug-23,"28,130.00","29,145.00","29,145.00","27,740.00",1.64K,-4.30%
16-Aug-23,"29,395.00","29,500.00","29,540.00","29,135.00",0.53K,-0.34%
15-Aug-23,"29,495.00","29,775.00","29,835.00","29,360.00",0.58K,-0.56%
14-Aug-23,"29,660.00","29,720.00","30,050.00","29,385.00",0.48K,1.07%
13-Aug-23,"29,345.00","29,627.50","29,627.50","29,332.50",-,-1.29%
11-Aug-23,"29,730.00","29,795.00","29,935.00","29,585.00",0.30K,-0.12%
10-Aug-23,"29,765.00","29,915.00","30,045.00","29,660.00",0.35K,-0.07%
9-Aug-23,"29,785.00","30,335.00","30,505.00","29,740.00",0.47K,-1.86%
8-Aug-23,"30,350.00","29,575.00","30,500.00","29,515.00",0.80K,2.81%
7-Aug-23,"29,520.00","29,400.00","29,580.00","29,025.00",0.45K,1.32%
6-Aug-23,"29,135.00","29,145.00","29,247.50","28,950.00",-,-0.78%
4-Aug-23,"29,365.00","29,580.00","29,765.00","29,165.00",0.50K,-1.11%
3-Aug-23,"29,695.00","29,565.00","29,850.00","29,375.00",0.34K,0.42%
2-Aug-23,"29,570.00","29,655.00","30,520.00","29,310.00",0.57K,-0.55%
1-Aug-23,"29,735.00","29,735.00","29,800.00","28,930.00",0.86K,0.52%
31-Jul-23,"29,580.00","29,725.00","29,995.00","29,545.00",0.64K,0.40%
30-Jul-23,"29,462.50","29,410.00","29,465.00","29,322.50",-,-0.25%
28-Jul-23,"29,535.00","29,330.00","29,805.00","29,275.00",6.83K,0.77%
27-Jul-23,"29,310.00","29,730.00","29,840.00","29,175.00",7.29K,-1.03%
26-Jul-23,"29,615.00","29,470.00","29,900.00","29,345.00",4.03K,0.41%
25-Jul-23,"29,495.00","29,395.00","29,660.00","29,325.00",4.02K,0.39%
24-Jul-23,"29,380.00","30,260.00","30,455.00","29,125.00",3.84K,-2.42%
23-Jul-23,"30,107.50","29,857.50","30,120.00","29,730.00",-,-0.34%
21-Jul-23,"30,210.00","30,165.00","30,415.00","30,060.00",2.27K,0.42%
20-Jul-23,"30,085.00","30,265.00","30,785.00","29,860.00",1.59K,-0.97%
