Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
5/7/2019,"10,998.00","11,141.00","11,440.00","10,802.00",16.37K,-1.53%
4/7/2019,"11,169.00","12,000.00","12,063.50","11,057.00",19.84K,-6.80%
3/7/2019,"11,984.00","10,903.00","12,004.00","10,903.00",28.09K,10.29%
2/7/2019,"10,866.00","10,639.80","10,961.00","9,745.10",28.78K,2.13%
1/7/2019,"10,639.00","10,777.00","11,221.00","10,099.00",24.90K,-0.99%
30/06/2019,"10,745.00","11,973.00","12,229.00","10,705.00",19.07K,-9.86%
29/06/2019,"11,921.00","12,350.70","12,350.70","11,375.00",20.39K,-3.47%
28/06/2019,"12,349.00","11,183.00","12,404.00","10,812.00",31.98K,10.26%
27/06/2019,"11,200.00","12,876.00","13,222.00","10,397.00",47.61K,-13.02%
26/06/2019,"12,876.00","11,746.00","13,764.00","11,693.00",55.59K,9.57%
25/06/2019,"11,751.00","11,070.00","11,780.00","10,992.40",21.85K,6.32%
24/06/2019,"11,053.00","10,913.00","11,135.00","10,560.00",14.40K,1.26%
23/06/2019,"10,916.00","10,745.00","11,368.00","10,576.00",18.59K,1.56%
22/06/2019,"10,747.90","10,227.00","11,210.00","10,098.20",36.68K,5.00%
21/06/2019,"10,236.00","9,557.80","10,249.00","9,557.80",22.23K,7.10%
20/06/2019,"9,557.10","9,306.00","9,620.80","9,241.00",10.59K,2.70%
19/06/2019,"9,305.90","9,094.90","9,339.90","9,062.00",5.77K,2.31%
18/06/2019,"9,095.90","9,351.00","9,370.90","8,945.40",10.59K,-2.78%
17/06/2019,"9,356.00","8,986.00","9,489.90","8,986.00",14.17K,4.12%
16/06/2019,"8,986.00","8,852.80","9,389.60","8,803.00",20.91K,1.47%
15/06/2019,"8,856.00","8,689.00","8,904.10","8,611.00",9.40K,1.92%
14/06/2019,"8,689.10","8,230.00","8,714.90","8,163.30",12.71K,5.61%
13/06/2019,"8,227.40","8,177.60","8,333.00","8,038.90",8.89K,0.64%
12/6/2019,"8,175.40","7,903.10","8,238.80","7,822.30",9.14K,3.43%
11/6/2019,"7,904.10","8,018.80","8,048.90","7,711.30",6.53K,-1.37%
10/6/2019,"8,013.70","7,622.50","8,046.30","7,523.30",8.90K,4.90%
9/6/2019,"7,639.20","7,924.00","7,961.00","7,502.50",6.83K,-3.60%
8/6/2019,"7,924.60","8,002.10","8,064.80","7,802.00",4.77K,-0.84%
7/6/2019,"7,991.50","7,816.90","8,123.50","7,769.10",13.44K,2.38%
6/6/2019,"7,805.60","7,766.30","7,870.60","7,461.00",7.51K,0.21%
5/6/2019,"7,789.30","7,692.80","7,931.00","7,603.00",10.83K,1.25%
4/6/2019,"7,692.80","8,088.00","8,088.00","7,524.50",28.12K,-5.07%
3/6/2019,"8,103.40","8,740.10","8,740.10","8,050.10",18.66K,-7.28%
2/6/2019,"8,740.00","8,546.90","8,818.00","8,540.00",6.24K,2.26%
1/6/2019,"8,547.00","8,531.90","8,625.00","8,452.00",5.46K,0.16%
31/05/2019,"8,533.30","8,268.50","8,550.00","8,112.40",10.93K,3.18%
30/05/2019,"8,269.90","8,681.20","9,100.00","8,019.70",20.29K,-4.73%
29/05/2019,"8,680.90","8,738.10","8,794.90","8,490.00",10.30K,-0.69%
28/05/2019,"8,740.90","8,806.10","8,843.70","8,558.30",11.14K,-0.74%
27/05/2019,"8,806.00","8,730.00","8,951.00","8,661.00",17.56K,0.87%
26/05/2019,"8,729.90","8,054.90","8,820.00","7,880.20",20.14K,8.38%
25/05/2019,"8,054.90","7,990.00","8,135.00","7,950.40",4.34K,0.75%
24/05/2019,"7,994.90","7,872.10","8,158.60","7,801.60",10.92K,1.56%
23/05/2019,"7,872.40","7,619.90","7,957.10","7,496.30",10.55K,3.30%
22/05/2019,"7,621.10","7,933.60","8,030.00","7,507.90",10.78K,-3.98%
21/05/2019,"7,937.00","7,990.50","8,089.90","7,819.70",7.69K,-0.60%
20/05/2019,"7,985.00","8,188.30","8,188.30","7,601.00",16.90K,-2.50%
19/05/2019,"8,189.50","7,260.10","8,263.20","7,252.00",23.46K,12.80%
18/05/2019,"7,260.00","7,418.30","7,509.10","7,210.60",9.32K,-2.10%
17/05/2019,"7,415.40","7,857.50","7,905.70","7,067.40",29.02K,-5.62%
16/05/2019,"7,857.00","8,135.50","8,307.70","7,750.10",22.29K,-3.39%
15/05/2019,"8,132.90","7,951.90","8,208.90","7,837.60",19.04K,2.19%
14/05/2019,"7,958.30","7,753.20","8,194.10","7,684.10",29.32K,2.65%
13/05/2019,"7,753.20","6,980.10","8,049.90","6,883.90",36.47K,11.08%
12/5/2019,"6,979.90","7,125.10","7,448.00","6,860.00",31.96K,-2.19%
11/5/2019,"7,136.40","6,438.70","7,278.30","6,438.70",37.91K,10.84%
10/5/2019,"6,438.70","6,262.00","6,522.00","6,212.60",14.49K,2.88%
9/5/2019,"6,258.40","6,201.90","6,309.00","6,165.00",9.68K,0.93%
8/5/2019,"6,201.00","6,096.60","6,220.40","6,024.10",8.20K,1.86%
7/5/2019,"6,087.90","6,027.90","6,290.00","6,027.90",11.99K,1.00%
6/5/2019,"6,027.90","6,042.00","6,100.30","5,906.80",6.48K,-0.23%
5/5/2019,"6,042.00","6,098.20","6,112.00","5,956.20",5.82K,-0.92%
4/5/2019,"6,098.30","6,019.90","6,149.10","5,868.20",9.44K,1.37%
3/5/2019,"6,016.00","5,729.60","6,139.90","5,716.50",19.48K,5.11%
2/5/2019,"5,723.80","5,629.50","5,779.80","5,618.00",11.06K,1.67%
1/5/2019,"5,629.60","5,599.60","5,655.00","5,585.50",5.53K,0.54%
30/04/2019,"5,599.50","5,480.00","5,612.00","5,454.90",7.44K,2.18%
29/04/2019,"5,480.10","5,486.80","5,515.20","5,370.30",7.81K,-0.12%
28/04/2019,"5,486.80","5,400.60","5,542.20","5,400.60",7.76K,1.57%
27/04/2019,"5,401.80","5,410.90","5,456.90","5,355.40",4.57K,-0.17%
26/04/2019,"5,410.80","5,215.60","5,517.10","5,174.10",21.53K,3.68%
25/04/2019,"5,219.00","5,479.60","5,556.80","5,065.20",21.49K,-4.77%
24/04/2019,"5,480.30","5,547.10","5,647.40","5,415.00",16.53K,-1.27%
23/04/2019,"5,550.90","5,417.80","5,645.00","5,395.20",18.76K,2.46%
22/04/2019,"5,417.80","5,320.30","5,447.50","5,276.50",11.95K,1.80%
21/04/2019,"5,321.90","5,340.10","5,366.10","5,259.40",6.15K,-0.34%
20/04/2019,"5,340.00","5,314.10","5,375.60","5,289.20",6.48K,0.49%
19/04/2019,"5,314.00","5,310.80","5,371.10","5,225.00",6.31K,0.06%
18/04/2019,"5,310.80","5,254.50","5,339.30","5,254.00",9.04K,1.07%
17/04/2019,"5,254.50","5,234.30","5,291.10","5,224.70",9.28K,0.39%
16/04/2019,"5,234.30","5,042.80","5,256.20","5,030.00",8.38K,3.67%
15/04/2019,"5,049.20","5,190.10","5,217.10","5,000.70",9.52K,-2.79%
14/04/2019,"5,194.30","5,103.70","5,209.00","5,064.20",4.15K,1.81%
13/04/2019,"5,101.80","5,114.10","5,160.80","5,075.30",5.21K,-0.24%
12/4/2019,"5,114.00","5,059.00","5,134.90","4,935.20",9.22K,0.95%
11/4/2019,"5,065.80","5,315.50","5,340.00","5,001.10",19.39K,-4.63%
10/4/2019,"5,311.70","5,213.00","5,487.40","5,200.50",15.78K,1.83%
9/4/2019,"5,216.30","5,312.40","5,312.50","5,173.50",11.90K,-1.81%
8/4/2019,"5,312.50","5,238.90","5,361.70","5,148.50",17.82K,1.42%
7/4/2019,"5,238.10","5,091.10","5,313.10","5,075.00",9.95K,2.90%
6/4/2019,"5,090.50","5,080.40","5,280.00","4,968.10",14.20K,0.20%
5/4/2019,"5,080.40","4,939.30","5,130.00","4,930.10",11.36K,2.87%
4/4/2019,"4,938.90","4,976.90","5,099.90","4,834.00",15.42K,-0.79%
3/4/2019,"4,978.00","4,929.30","5,330.10","4,849.10",44.28K,1.03%
2/4/2019,"4,927.10","4,196.90","5,079.40","4,189.70",54.14K,17.40%
1/4/2019,"4,196.80","4,167.50","4,220.80","4,127.20",7.01K,0.70%
31/03/2019,"4,167.60","4,165.10","4,181.40","4,153.10",2.27K,0.06%
30/03/2019,"4,165.10","4,179.10","4,210.00","4,117.20",6.63K,-0.33%
29/03/2019,"4,179.00","4,092.60","4,188.00","4,084.70",8.65K,2.11%
28/03/2019,"4,092.60","4,102.70","4,104.00","4,066.40",6.22K,-0.24%
27/03/2019,"4,102.50","3,992.70","4,109.60","3,979.60",7.93K,2.78%
26/03/2019,"3,991.70","3,970.00","3,994.80","3,951.00",5.09K,0.55%
25/03/2019,"3,970.00","4,041.40","4,049.90","3,939.10",6.70K,-1.77%
24/03/2019,"4,041.40","4,063.00","4,063.20","4,011.50",3.36K,-0.54%
23/03/2019,"4,063.20","4,045.20","4,076.30","4,038.50",4.37K,0.44%
22/03/2019,"4,045.30","4,044.80","4,064.60","4,035.10",4.84K,0.01%
21/03/2019,"4,044.80","4,127.20","4,138.70","4,005.20",11.82K,-2.00%
20/03/2019,"4,127.20","4,104.60","4,136.20","4,073.90",7.82K,0.55%
19/03/2019,"4,104.70","4,073.70","4,118.00","4,056.60",5.55K,0.77%
18/03/2019,"4,073.50","4,069.00","4,119.90","4,035.60",3.68K,0.11%
17/03/2019,"4,068.90","4,088.00","4,088.30","4,041.10",3.38K,-0.47%
16/03/2019,"4,088.00","4,003.10","4,152.70","4,003.10",13.94K,2.12%
15/03/2019,"4,003.10","3,948.30","4,011.00","3,948.30",6.72K,1.39%
14/03/2019,"3,948.30","3,946.20","4,000.10","3,882.80",8.30K,0.01%
13/03/2019,"3,947.90","3,954.90","3,972.10","3,925.10",5.51K,-0.16%
12/3/2019,"3,954.10","3,950.70","3,979.50","3,895.20",7.63K,0.13%
11/3/2019,"3,949.00","4,000.00","4,009.20","3,920.70",6.61K,-1.28%
10/3/2019,"4,000.00","4,017.30","4,017.30","3,961.80",4.67K,-0.43%
9/3/2019,"4,017.30","3,940.50","4,046.20","3,933.90",7.38K,1.95%
8/3/2019,"3,940.50","3,964.70","4,020.90","3,863.70",9.36K,-0.61%
7/3/2019,"3,964.70","3,951.50","3,989.60","3,935.70",7.64K,0.34%
6/3/2019,"3,951.40","3,951.60","3,984.10","3,912.40",6.59K,-0.01%
5/3/2019,"3,951.60","3,800.00","3,966.90","3,786.20",10.80K,3.99%
4/3/2019,"3,800.00","3,884.80","3,908.10","3,767.10",10.18K,-2.18%
3/3/2019,"3,884.80","3,913.00","3,923.40","3,856.70",2.88K,-0.72%
2/3/2019,"3,913.00","3,915.00","3,924.00","3,850.00",5.11K,-0.03%
1/3/2019,"3,914.00","3,894.00","3,948.70","3,893.00",4.76K,0.51%
28/02/2019,"3,894.00","3,900.10","3,988.00","3,875.00",12.10K,-0.22%
27/02/2019,"3,902.70","3,896.80","3,934.00","3,767.00",12.03K,0.15%
26/02/2019,"3,896.80","3,919.30","3,934.10","3,870.40",5.11K,-0.64%
25/02/2019,"3,921.80","3,825.00","3,965.00","3,825.00",10.41K,2.34%
24/02/2019,"3,832.00","4,212.20","4,282.40","3,812.00",36.09K,-9.02%
23/02/2019,"4,211.70","4,058.20","4,255.00","4,014.50",21.53K,3.78%
22/02/2019,"4,058.30","4,008.80","4,074.00","3,991.30",14.21K,1.23%
21/02/2019,"4,008.80","4,053.70","4,122.00","3,975.30",15.48K,-1.14%
20/02/2019,"4,055.00","3,989.90","4,070.00","3,969.20",15.25K,1.63%
19/02/2019,"3,989.90","3,978.40","4,081.40","3,943.40",24.30K,0.30%
18/02/2019,"3,978.10","3,734.50","4,019.90","3,723.90",37.62K,6.52%
17/02/2019,"3,734.50","3,676.50","3,788.80","3,668.90",14.07K,1.58%
16/02/2019,"3,676.40","3,670.10","3,724.90","3,666.00",7.52K,0.18%
15/02/2019,"3,670.00","3,656.70","3,716.30","3,644.50",7.81K,0.36%
14/02/2019,"3,656.70","3,665.50","3,681.10","3,641.10",7.53K,-0.26%
13/02/2019,"3,666.10","3,694.10","3,735.40","3,650.40",11.76K,-0.76%
12/2/2019,"3,694.20","3,681.00","3,728.00","3,645.30",11.34K,0.36%
11/2/2019,"3,681.10","3,749.70","3,749.70","3,672.00",7.80K,-1.74%
10/2/2019,"3,746.30","3,718.30","3,753.50","3,667.10",9.97K,0.75%
9/2/2019,"3,718.40","3,724.10","3,739.10","3,688.80",6.74K,-0.15%
8/2/2019,"3,724.00","3,439.00","3,799.60","3,427.80",31.15K,8.38%
7/2/2019,"3,436.10","3,451.90","3,462.30","3,429.30",4.80K,-0.46%
6/2/2019,"3,452.00","3,512.60","3,521.00","3,417.60",13.16K,-1.73%
5/2/2019,"3,512.60","3,490.40","3,517.00","3,475.90",4.59K,0.63%
4/2/2019,"3,490.50","3,504.20","3,522.60","3,475.30",5.21K,-0.32%
3/2/2019,"3,501.70","3,564.50","3,566.80","3,470.10",7.86K,-1.76%
2/2/2019,"3,564.30","3,534.80","3,575.40","3,500.80",10.89K,0.79%
1/2/2019,"3,536.20","3,502.70","3,557.20","3,465.00",10.04K,1.00%
31/01/2019,"3,501.10","3,529.70","3,565.70","3,482.20",8.57K,-0.81%
30/01/2019,"3,529.60","3,478.00","3,548.00","3,451.50",12.58K,1.49%
29/01/2019,"3,477.90","3,501.10","3,512.50","3,427.20",10.47K,-0.68%
28/01/2019,"3,501.90","3,597.10","3,597.90","3,450.30",17.02K,-2.65%
27/01/2019,"3,597.10","3,630.70","3,642.50","3,544.00",11.45K,-0.93%
26/01/2019,"3,630.70","3,629.00","3,745.80","3,624.80",13.00K,0.05%
25/01/2019,"3,628.90","3,653.00","3,663.40","3,582.10",7.38K,-0.65%
24/01/2019,"3,652.60","3,621.70","3,670.00","3,589.90",7.87K,0.90%
23/01/2019,"3,619.90","3,639.00","3,677.00","3,591.20",7.97K,-0.53%
22/01/2019,"3,639.10","3,579.40","3,676.30","3,488.30",18.08K,1.67%
21/01/2019,"3,579.40","3,588.60","3,614.80","3,550.00",10.81K,-0.19%
20/01/2019,"3,586.10","3,762.30","3,796.00","3,548.30",20.62K,-4.62%
19/01/2019,"3,760.00","3,674.10","3,858.50","3,673.90",13.39K,2.29%
18/01/2019,"3,675.70","3,722.50","3,723.90","3,652.40",5.65K,-1.27%
17/01/2019,"3,723.00","3,671.30","3,725.00","3,610.00",10.86K,1.41%
16/01/2019,"3,671.20","3,657.00","3,750.00","3,642.90",13.23K,0.40%
15/01/2019,"3,656.50","3,749.30","3,769.50","3,625.10",13.32K,-2.48%
14/01/2019,"3,749.30","3,591.00","3,798.70","3,581.80",14.84K,4.41%
13/01/2019,"3,591.00","3,702.00","3,712.90","3,570.00",12.59K,-3.00%
12/1/2019,"3,702.00","3,712.80","3,734.00","3,674.40",9.29K,-0.38%
11/1/2019,"3,716.10","3,712.80","3,777.40","3,666.60",13.13K,0.09%
10/1/2019,"3,712.80","4,083.30","4,136.10","3,687.20",35.02K,-9.07%
9/1/2019,"4,083.20","4,100.00","4,165.50","4,036.00",20.63K,-0.41%
8/1/2019,"4,100.00","4,113.90","4,210.00","4,056.20",18.72K,-0.34%
7/1/2019,"4,113.90","4,170.90","4,196.90","4,078.50",11.32K,-1.38%
6/1/2019,"4,171.50","3,911.00","4,214.50","3,892.90",25.17K,6.66%
5/1/2019,"3,911.00","3,954.80","4,014.90","3,901.40",14.87K,-1.11%
4/1/2019,"3,954.90","3,923.20","3,985.80","3,853.30",13.23K,0.81%
3/1/2019,"3,923.20","4,049.90","4,055.10","3,882.00",10.92K,-3.09%
2/1/2019,"4,048.50","3,963.10","4,082.20","3,920.10",19.43K,2.16%
1/1/2019,"3,963.00","3,832.60","3,981.90","3,788.40",13.85K,3.46%
31/12/2018,"3,830.50","3,976.70","3,986.90","3,779.50",15.79K,-3.72%
30/12/2018,"3,978.30","3,893.80","4,003.00","3,845.20",17.73K,2.35%
29/12/2018,"3,887.00","4,033.90","4,099.70","3,864.60",18.70K,-3.71%
28/12/2018,"4,036.70","3,712.00","4,094.90","3,696.30",26.92K,8.67%
27/12/2018,"3,714.70","3,930.00","3,954.90","3,688.00",23.61K,-5.47%
26/12/2018,"3,929.80","3,909.70","3,990.00","3,812.10",19.13K,0.51%
25/12/2018,"3,909.70","4,140.70","4,152.10","3,815.50",33.73K,-5.68%
24/12/2018,"4,145.20","4,071.70","4,384.00","4,069.00",38.00K,1.71%
23/12/2018,"4,075.70","4,135.00","4,210.00","4,036.80",24.47K,-1.43%
22/12/2018,"4,135.00","3,975.90","4,147.30","3,919.50",19.51K,4.00%
21/12/2018,"3,976.10","4,214.60","4,283.00","3,913.30",43.52K,-5.66%
20/12/2018,"4,214.50","3,810.00","4,275.70","3,788.60",65.87K,10.62%
19/12/2018,"3,810.00","3,780.10","4,041.10","3,758.00",55.26K,0.79%
18/12/2018,"3,780.10","3,625.00","3,780.90","3,551.00",29.43K,4.28%
17/12/2018,"3,625.10","3,299.90","3,711.50","3,285.50",35.72K,9.85%
16/12/2018,"3,299.90","3,282.20","3,380.30","3,278.00",19.10K,0.45%
15/12/2018,"3,285.10","3,281.60","3,323.80","3,216.10",17.89K,0.07%
14/12/2018,"3,282.80","3,354.40","3,390.80","3,226.40",28.56K,-2.13%
13/12/2018,"3,354.40","3,535.60","3,539.10","3,322.20",22.24K,-5.13%
12/12/2018,"3,535.60","3,435.30","3,611.20","3,415.10",20.93K,2.92%
11/12/2018,"3,435.30","3,523.50","3,549.60","3,384.00",24.05K,-2.54%
10/12/2018,"3,524.90","3,642.10","3,697.90","3,475.80",22.60K,-3.15%
9/12/2018,"3,639.60","3,506.00","3,766.60","3,469.70",25.08K,3.81%
8/12/2018,"3,506.00","3,460.00","3,784.80","3,316.20",39.08K,1.33%
7/12/2018,"3,460.00","3,528.60","3,624.80","3,278.40",74.08K,-2.02%
6/12/2018,"3,531.30","3,770.50","3,908.00","3,506.00",58.22K,-6.21%
5/12/2018,"3,765.30","3,982.20","4,000.10","3,751.10",28.43K,-5.44%
4/12/2018,"3,981.90","3,903.80","4,131.10","3,793.10",33.69K,2.07%
3/12/2018,"3,901.20","4,172.90","4,178.50","3,836.20",36.86K,-6.21%
2/12/2018,"4,159.70","4,241.40","4,353.20","4,127.20",24.40K,-1.96%
1/12/2018,"4,243.00","4,043.60","4,339.00","3,978.80",27.50K,5.07%
30/11/2018,"4,038.30","4,323.30","4,357.40","3,966.20",42.38K,-6.37%
29/11/2018,"4,312.90","4,331.40","4,472.00","4,180.60",41.10K,0.15%
28/11/2018,"4,306.30","3,902.30","4,439.60","3,889.90",65.26K,10.86%
27/11/2018,"3,884.40","3,850.10","3,941.60","3,713.20",46.27K,0.68%
26/11/2018,"3,858.00","4,111.30","4,196.40","3,708.10",64.08K,-5.62%
25/11/2018,"4,087.80","3,934.90","4,211.30","3,663.00",82.18K,4.02%
24/11/2018,"3,929.80","4,422.80","4,515.20","3,834.70",50.98K,-11.14%
23/11/2018,"4,422.70","4,370.80","4,482.00","4,251.00",36.09K,0.69%
22/11/2018,"4,392.40","4,672.10","4,716.80","4,388.50",27.95K,-5.88%
21/11/2018,"4,666.60","4,572.80","4,773.40","4,429.90",44.38K,1.45%
20/11/2018,"4,600.10","4,944.90","5,048.00","4,318.10",117.22K,-6.84%
19/11/2018,"4,938.10","5,650.30","5,650.30","4,890.90",74.15K,-12.75%
18/11/2018,"5,659.40","5,637.20","5,716.00","5,621.00",9.55K,0.58%
17/11/2018,"5,626.70","5,655.70","5,659.20","5,573.60",7.98K,-0.60%
16/11/2018,"5,660.50","5,731.90","5,756.80","5,555.00",18.43K,-1.61%
15/11/2018,"5,753.40","5,922.30","5,929.20","5,441.50",49.91K,-2.23%
14/11/2018,"5,884.60","6,458.90","6,485.00","5,705.00",69.20K,-8.97%
13/11/2018,"6,464.40","6,447.00","6,497.50","6,403.50",10.12K,0.27%
12/11/2018,"6,446.90","6,481.00","6,481.00","6,418.80",7.30K,-0.05%
11/11/2018,"6,450.00","6,431.00","6,459.90","6,364.00",7.34K,0.29%
10/11/2018,"6,431.10","6,414.50","6,461.70","6,414.50",3.25K,0.17%
9/11/2018,"6,420.20","6,479.50","6,502.90","6,392.60",10.45K,-0.92%
8/11/2018,"6,479.60","6,573.00","6,585.00","6,477.00",11.58K,-1.42%
7/11/2018,"6,572.70","6,519.00","6,607.10","6,512.20",10.72K,0.88%
6/11/2018,"6,515.20","6,475.00","6,515.30","6,447.80",7.25K,0.70%
5/11/2018,"6,470.10","6,495.20","6,495.20","6,439.40",4.81K,-0.23%
4/11/2018,"6,485.20","6,389.20","6,509.40","6,360.10",8.96K,1.52%
3/11/2018,"6,387.90","6,432.20","6,432.20","6,334.70",11.37K,-0.61%
2/11/2018,"6,426.90","6,407.10","6,454.80","6,391.60",8.07K,0.43%
1/11/2018,"6,399.70","6,374.80","6,423.20","6,353.50",9.12K,0.49%
31/10/2018,"6,368.40","6,330.10","6,406.40","6,248.20",9.96K,0.60%
30/10/2018,"6,330.10","6,347.10","6,380.00","6,313.20",10.73K,-0.22%
29/10/2018,"6,344.00","6,490.20","6,505.00","6,320.90",19.56K,-2.25%
28/10/2018,"6,490.10","6,498.40","6,510.10","6,456.30",6.84K,-0.16%
27/10/2018,"6,500.20","6,534.90","6,553.90","6,480.10",6.97K,-0.48%
26/10/2018,"6,531.50","6,533.40","6,588.30","6,514.30",7.45K,0.05%
25/10/2018,"6,528.10","6,554.00","6,566.00","6,500.10",8.71K,-0.40%
24/10/2018,"6,554.10","6,550.00","6,623.00","6,543.20",8.49K,0.06%
23/10/2018,"6,550.00","6,567.20","6,584.30","6,525.40",8.86K,-0.26%
22/10/2018,"6,567.20","6,587.40","6,627.60","6,549.10",6.05K,-0.37%
21/10/2018,"6,591.60","6,582.90","6,655.00","6,582.90",4.42K,0.07%
20/10/2018,"6,586.70","6,517.00","6,609.70","6,511.30",4.61K,0.91%
19/10/2018,"6,527.30","6,609.60","6,630.20","6,519.90",11.20K,-1.30%
18/10/2018,"6,613.00","6,736.40","6,778.20","6,567.50",12.53K,-1.84%
17/10/2018,"6,737.10","6,754.20","6,792.70","6,681.30",8.88K,-0.25%
16/10/2018,"6,754.10","6,739.00","6,891.80","6,679.00",15.66K,0.18%
15/10/2018,"6,742.00","6,322.70","7,704.20","6,300.00",85.00K,6.42%
14/10/2018,"6,335.20","6,326.00","6,399.10","6,318.50",11.23K,0.14%
13/10/2018,"6,326.50","6,288.60","6,331.40","6,288.60",5.82K,0.53%
12/10/2018,"6,293.20","6,249.00","6,348.40","6,223.00",10.40K,0.66%
11/10/2018,"6,252.00","6,628.00","6,628.00","6,223.80",41.61K,-5.70%
10/10/2018,"6,630.20","6,659.70","6,659.70","6,529.70",13.82K,-0.49%
9/10/2018,"6,663.00","6,679.70","6,680.60","6,608.50",8.02K,-0.15%
8/10/2018,"6,673.20","6,617.00","6,718.40","6,585.90",12.70K,1.09%
7/10/2018,"6,601.00","6,595.20","6,633.70","6,532.80",5.80K,0.14%
6/10/2018,"6,592.00","6,639.90","6,648.20","6,564.50",5.80K,-0.79%
5/10/2018,"6,644.70","6,594.30","6,666.90","6,548.00",12.43K,0.98%
4/10/2018,"6,580.10","6,507.90","6,640.00","6,499.30",11.79K,1.18%
3/10/2018,"6,503.20","6,527.50","6,552.50","6,428.10",14.57K,-0.46%
2/10/2018,"6,533.30","6,602.00","6,638.40","6,514.10",12.03K,-1.04%
1/10/2018,"6,601.90","6,625.90","6,659.60","6,521.00",10.36K,-0.24%
30/09/2018,"6,618.10","6,590.00","6,656.50","6,533.30",8.49K,0.20%
29/09/2018,"6,604.60","6,627.30","6,631.20","6,466.00",17.30K,-0.46%
28/09/2018,"6,635.10","6,691.20","6,825.00","6,545.10",27.89K,-0.86%
27/09/2018,"6,692.50","6,462.40","6,727.20","6,440.70",18.37K,3.56%
26/09/2018,"6,462.40","6,442.80","6,552.70","6,385.80",13.81K,0.43%
25/09/2018,"6,434.70","6,585.10","6,585.10","6,350.20",20.21K,-2.28%
24/09/2018,"6,585.00","6,697.80","6,721.70","6,555.10",17.76K,-1.86%
23/09/2018,"6,710.00","6,723.10","6,783.30","6,664.20",8.51K,-0.19%
22/09/2018,"6,723.00","6,789.80","6,840.00","6,643.60",18.26K,-0.59%
21/09/2018,"6,762.70","6,522.10","6,790.00","6,496.00",36.99K,4.03%
20/09/2018,"6,500.50","6,392.80","6,535.00","6,357.20",16.67K,1.71%
19/09/2018,"6,390.90","6,330.80","6,521.50","6,112.70",29.90K,0.76%
18/09/2018,"6,342.80","6,243.00","6,384.00","6,229.20",15.93K,1.42%
17/09/2018,"6,254.20","6,506.10","6,532.80","6,205.10",23.54K,-3.76%
16/09/2018,"6,498.50","6,512.80","6,517.80","6,384.50",8.73K,-0.23%
15/09/2018,"6,513.60","6,480.10","6,568.90","6,473.60",8.35K,0.44%
14/09/2018,"6,485.00","6,495.00","6,593.00","6,355.60",16.37K,0.15%
13/09/2018,"6,475.60","6,334.00","6,523.40","6,334.00",19.24K,2.27%
12/9/2018,"6,332.00","6,290.90","6,355.00","6,203.10",16.08K,0.65%
11/9/2018,"6,290.80","6,332.10","6,397.10","6,178.10",16.61K,-0.27%
10/9/2018,"6,308.00","6,240.00","6,363.50","6,233.20",14.45K,1.09%
9/9/2018,"6,239.90","6,184.90","6,427.60","6,142.20",16.46K,0.89%
8/9/2018,"6,185.00","6,404.20","6,475.10","6,130.30",21.85K,-3.42%
7/9/2018,"6,404.10","6,516.10","6,532.90","6,322.80",20.74K,-1.71%
6/9/2018,"6,515.60","6,705.00","6,720.80","6,310.30",53.00K,-2.90%
5/9/2018,"6,710.50","7,357.30","7,400.00","6,700.00",55.65K,-8.81%
4/9/2018,"7,358.90","7,267.80","7,410.30","7,246.20",20.82K,1.25%
3/9/2018,"7,268.00","7,304.70","7,341.40","7,200.10",22.31K,-0.31%
2/9/2018,"7,290.40","7,197.50","7,367.00","7,137.20",44.68K,1.29%
1/9/2018,"7,197.50","7,022.90","7,260.40","7,020.50",21.39K,2.44%
31/08/2018,"7,025.90","6,986.10","7,084.00","6,889.00",19.38K,0.45%
30/08/2018,"6,994.70","7,037.90","7,060.00","6,802.40",24.58K,-0.72%
29/08/2018,"7,045.70","7,079.90","7,133.60","6,931.60",19.83K,-0.48%
28/08/2018,"7,079.70","6,910.50","7,127.20","6,872.00",30.07K,2.46%
27/08/2018,"6,909.50","6,707.00","6,911.60","6,653.50",24.21K,3.00%
26/08/2018,"6,708.40","6,732.80","6,784.10","6,574.50",16.75K,-0.36%
25/08/2018,"6,732.90","6,693.30","6,795.50","6,670.00",16.88K,0.55%
24/08/2018,"6,695.90","6,530.50","6,728.30","6,462.70",20.20K,2.58%
23/08/2018,"6,527.20","6,363.80","6,565.60","6,350.00",19.94K,2.71%
22/08/2018,"6,354.90","6,479.10","6,885.00","6,253.00",58.96K,-1.92%
21/08/2018,"6,479.10","6,255.20","6,500.00","6,245.00",29.50K,3.57%
20/08/2018,"6,255.90","6,485.10","6,520.60","6,230.20",31.72K,-3.53%
19/08/2018,"6,485.10","6,395.00","6,550.00","6,309.30",15.35K,1.47%
18/08/2018,"6,391.20","6,585.90","6,615.00","6,301.90",19.73K,-2.92%
17/08/2018,"6,583.30","6,312.00","6,588.70","6,290.20",26.76K,4.27%
16/08/2018,"6,314.00","6,270.20","6,474.70","6,215.20",25.14K,0.70%
15/08/2018,"6,270.10","6,188.60","6,623.80","6,181.10",66.22K,1.31%
14/08/2018,"6,189.00","6,241.30","6,244.00","5,879.30",52.70K,-1.01%
13/08/2018,"6,251.90","6,312.20","6,541.80","6,150.00",32.33K,-0.98%
12/8/2018,"6,313.90","6,234.70","6,481.70","6,163.30",23.05K,1.30%
